# FILLET Exp2 with HEXTOR - using cloudir = -6.3 to stay consistent with Ben2 and Ben3
# Compile all cases into a list

# Name of benchmark/experiment: Experiment 2
# Describe how ice line latitude is determined: ice line occurs if zonal average temperature is less than or equal to 263

# Columns of data
# Case = case number (0 -> total number of cases in experiment)
# Inst = instellation (S_earth; i.e., relative to Earth's 1361 W m^-2)
# Obl = obliquity (degrees)
# XCO2 = mixing ratio (volume) of CO2 (ppm)
# Tglob = global, annual mean surface temperature (K)
# IceLineNMax = latitude of northern edge of ice in northern hemisphere (deg)
# IceLineNMin = latitude of southern edge of ice in northern hemisphere (deg)
# IceLineSMax = latitude of northern edge of ice in southern hemisphere (deg)
# IceLineSMin = latitude of southern edge of ice in southern hemisphere (deg)
# Diff = diffusion coefficient
# OLR = global, annual mean outgoing longwave radiation

# Examples for IceLine max and min:
# Polar caps: IceLineNMax = 90, IceLineNMin = 60, IceLineSMax = -60, IceLineSMin = -90
# Snowball state: IceLineNMax = 90, IceLineNMin = 0, IceLineSMax = 0, IceLineSMin = -90
# Ice free state: IceLineNMax = 90, IceLineNMin = 90, IceLineSMax = -90, IceLineSMin = -90
# Ice belt: IceLineNMax = 30, IceLineNMin = 0, IceLineSMax = 0, IceLineSMin = -30
# Note ice belt doesn't really have "edges" at 0 deg, but record as 0 anyway to
# keep the columns the same length

# Case Inst Obl XCO2 Tglob IceLineNMax IceLineNMin IceLineSMax IceLineSMin Diff OLRglob
22 1.10 20.0    280.0 237.72 90.0  0.0    0.0 -90.00 0.50 155.49
23 1.10 30.0    280.0 243.72 90.0  0.0    0.0 -90.00 0.50 168.04
24 1.10 40.0    280.0 247.99 90.0  0.0    0.0 -90.00 0.50 176.60
25 1.10 50.0    280.0 255.06 90.0  0.0    0.0 -90.00 0.50 190.73
26 1.10 60.0    280.0 297.10 90.0 90.0  -90.0 -90.00 0.50 284.34
27 1.10 70.0    280.0 296.57 90.0 90.0  -90.0 -90.00 0.50 283.41
28 1.10 80.0    280.0 296.45 90.0 90.0  -90.0 -90.00 0.50 283.39
29 1.10 90.0    280.0 296.47 90.0 90.0  -90.0 -90.00 0.50 283.56
30 1.12  0.0    280.0 239.71 90.0  0.0    0.0 -90.00 0.50 158.77
31 1.12 10.0    280.0 239.84 90.0  0.0    0.0 -90.00 0.50 159.20
32 1.12 20.0    280.0 240.25 90.0  0.0    0.0 -90.00 0.50 160.54
33 1.12 30.0    280.0 250.39 90.0  0.0    0.0 -90.00 0.50 181.37
34 1.12 40.0    280.0 255.09 90.0  0.0    0.0 -90.00 0.50 190.90
35 1.12 50.0    280.0 300.83 90.0 90.0  -90.0 -90.00 0.50 292.97
36 1.12 60.0    280.0 300.51 90.0 90.0  -90.0 -90.00 0.50 292.24
37 1.12 70.0    280.0 299.87 90.0 90.0  -90.0 -90.00 0.50 291.21
38 1.12 80.0    280.0 299.65 90.0 90.0  -90.0 -90.00 0.50 291.14
39 1.12 90.0    280.0 299.66 90.0 90.0  -90.0 -90.00 0.50 291.35
40 1.15  0.0    280.0 242.22 90.0  0.0    0.0 -90.00 0.50 163.81
41 1.15 10.0    280.0 242.37 90.0  0.0    0.0 -90.00 0.50 164.30
42 1.15 20.0    280.0 248.15 90.0  0.0    0.0 -90.00 0.50 176.57
43 1.15 30.0    280.0 303.74 90.0 90.0  -90.0 -90.00 0.50 301.50
44 1.15 40.0    280.0 304.14 90.0 90.0  -90.0 -90.00 0.50 301.44
45 1.15 50.0    280.0 304.15 90.0 90.0  -90.0 -90.00 0.50 300.93
46 1.15 60.0    280.0 303.79 90.0 90.0  -90.0 -90.00 0.50 300.15
47 1.15 70.0    280.0 303.11 90.0 90.0  -90.0 -90.00 0.50 299.09
48 1.15 80.0    280.0 302.81 90.0 90.0  -90.0 -90.00 0.50 298.97
49 1.15 90.0    280.0 302.77 90.0 90.0  -90.0 -90.00 0.50 299.09
50 1.17  0.0    280.0 244.80 90.0  0.0    0.0 -90.00 0.50 169.05
51 1.17 10.0    280.0 244.99 90.0  0.0    0.0 -90.00 0.50 169.61
52 1.17 20.0    280.0 306.23 90.0 90.0  -90.0 -90.00 0.50 309.42
53 1.17 30.0    280.0 306.66 90.0 90.0  -90.0 -90.00 0.50 309.28
54 1.17 40.0    280.0 307.15 90.0 90.0  -90.0 -90.00 0.50 309.32
55 1.17 50.0    280.0 307.37 90.0 90.0  -90.0 -90.00 0.50 308.95
56 1.17 60.0    280.0 306.93 90.0 90.0  -90.0 -90.00 0.50 308.09
57 1.17 70.0    280.0 306.22 90.0 90.0  -90.0 -90.00 0.50 306.96
58 1.17 80.0    280.0 305.87 90.0 90.0  -90.0 -90.00 0.50 306.78
59 1.17 90.0    280.0 305.83 90.0 90.0  -90.0 -90.00 0.50 306.95
60 1.20  0.0    280.0 247.47 90.0  0.0    0.0 -90.00 0.50 174.51
61 1.20 10.0    280.0 247.69 90.0  0.0    0.0 -90.00 0.50 175.16
62 1.20 20.0    280.0 308.98 90.0 90.0  -90.0 -90.00 0.50 317.34
63 1.20 30.0    280.0 309.43 90.0 90.0  -90.0 -90.00 0.50 317.05
64 1.20 40.0    280.0 310.05 90.0 90.0  -90.0 -90.00 0.50 317.17
65 1.20 50.0    280.0 310.26 90.0 90.0  -90.0 -90.00 0.50 316.83
66 1.20 60.0    280.0 309.93 90.0 90.0  -90.0 -90.00 0.50 315.99
67 1.20 70.0    280.0 309.16 90.0 90.0  -90.0 -90.00 0.50 314.79
68 1.20 80.0    280.0 308.80 90.0 90.0  -90.0 -90.00 0.50 314.57
69 1.20 90.0    280.0 308.75 90.0 90.0  -90.0 -90.00 0.50 314.73
70 1.23  0.0    280.0 311.15 90.0 90.0  -90.0 -90.00 0.50 325.43
71 1.23 10.0    280.0 311.31 90.0 90.0  -90.0 -90.00 0.50 325.48
72 1.23 20.0    280.0 311.56 90.0 90.0  -90.0 -90.00 0.50 325.03
73 1.23 30.0    280.0 312.05 90.0 90.0  -90.0 -90.00 0.50 324.74
74 1.23 40.0    280.0 312.82 90.0 90.0  -90.0 -90.00 0.50 325.00
75 1.23 50.0    280.0 313.02 90.0 90.0  -90.0 -90.00 0.50 324.65
76 1.23 60.0    280.0 312.76 90.0 90.0  -90.0 -90.00 0.50 323.85
77 1.23 70.0    280.0 311.98 90.0 90.0  -90.0 -90.00 0.50 322.59
78 1.23 80.0    280.0 311.60 90.0 90.0  -90.0 -90.00 0.50 322.33
79 1.23 90.0    280.0 311.55 90.0 90.0  -90.0 -90.00 0.50 322.48
80 1.25  0.0    280.0 313.75 90.0 90.0  -90.0 -90.00 0.50 333.41
81 1.25 10.0    280.0 313.85 90.0 90.0  -90.0 -90.00 0.50 333.28
82 1.25 20.0    280.0 314.04 90.0 90.0  -90.0 -90.00 0.50 332.65
83 1.25 30.0    280.0 314.58 90.0 90.0  -90.0 -90.00 0.50 332.38
84 1.25 40.0    280.0 315.39 90.0 90.0  -90.0 -90.00 0.50 332.73
85 1.25 50.0    280.0 315.72 90.0 90.0  -90.0 -90.00 0.50 332.53
86 1.25 60.0    280.0 315.37 90.0 90.0  -90.0 -90.00 0.50 331.62
87 1.25 70.0    280.0 314.71 90.0 90.0  -90.0 -90.00 0.50 330.41
88 1.25 80.0    280.0 314.31 90.0 90.0  -90.0 -90.00 0.50 330.12
89 1.25 90.0    280.0 314.25 90.0 90.0  -90.0 -90.00 0.50 330.26
90 1.27  0.0    280.0 316.20 90.0 90.0  -90.0 -90.00 0.50 340.99
91 1.27 10.0    280.0 316.30 90.0 90.0  -90.0 -90.00 0.50 340.87
92 1.27 20.0    280.0 316.50 90.0 90.0  -90.0 -90.00 0.50 340.26
93 1.27 30.0    280.0 317.06 90.0 90.0  -90.0 -90.00 0.50 340.08
94 1.27 40.0    280.0 317.85 90.0 90.0  -90.0 -90.00 0.50 340.45
95 1.27 50.0    280.0 318.19 90.0 90.0  -90.0 -90.00 0.50 340.27
96 1.27 60.0    280.0 317.85 90.0 90.0  -90.0 -90.00 0.50 339.39
97 1.27 70.0    280.0 317.24 90.0 90.0  -90.0 -90.00 0.50 338.12
98 1.27 80.0    280.0 316.90 90.0 90.0  -90.0 -90.00 0.50 337.81
99 1.27 90.0    280.0 316.84 90.0 90.0  -90.0 -90.00 0.50 337.94
100 1.30  0.0    280.0 318.65 90.0 90.0  -90.0 -90.00 0.50 348.63
101 1.30 10.0    280.0 318.73 90.0 90.0  -90.0 -90.00 0.50 348.48
102 1.30 20.0    280.0 318.88 90.0 90.0  -90.0 -90.00 0.50 347.79
103 1.30 30.0    280.0 319.45 90.0 90.0  -90.0 -90.00 0.50 347.65
104 1.30 40.0    280.0 320.22 90.0 90.0  -90.0 -90.00 0.50 348.09
105 1.30 50.0    280.0 320.49 90.0 90.0  -90.0 -90.00 0.50 347.89
106 1.30 60.0    280.0 320.25 90.0 90.0  -90.0 -90.00 0.50 347.05
107 1.30 70.0    280.0 319.64 90.0 90.0  -90.0 -90.00 0.50 345.75
108 1.30 80.0    280.0 319.39 90.0 90.0  -90.0 -90.00 0.50 345.51
109 1.30 90.0    280.0 319.36 90.0 90.0  -90.0 -90.00 0.50 345.65
110 1.32  0.0    280.0 320.96 90.0 90.0  -90.0 -90.00 0.50 356.11
111 1.32 10.0    280.0 321.05 90.0 90.0  -90.0 -90.00 0.50 355.99
112 1.32 20.0    280.0 321.24 90.0 90.0  -90.0 -90.00 0.50 355.36
113 1.32 30.0    280.0 321.81 90.0 90.0  -90.0 -90.00 0.50 355.25
114 1.32 40.0    280.0 322.52 90.0 90.0  -90.0 -90.00 0.50 355.75
115 1.32 50.0    280.0 322.72 90.0 90.0  -90.0 -90.00 0.50 355.48
116 1.32 60.0    280.0 322.56 90.0 90.0  -90.0 -90.00 0.50 354.73
117 1.32 70.0    280.0 322.00 90.0 90.0  -90.0 -90.00 0.50 353.40
118 1.32 80.0    280.0 321.75 90.0 90.0  -90.0 -90.00 0.50 353.10
119 1.32 90.0    280.0 321.74 90.0 90.0  -90.0 -90.00 0.50 353.24
120 1.35  0.0    280.0 323.28 90.0 90.0  -90.0 -90.00 0.50 363.60
121 1.35 10.0    280.0 323.37 90.0 90.0  -90.0 -90.00 0.50 363.48
122 1.35 20.0    280.0 323.56 90.0 90.0  -90.0 -90.00 0.50 362.90
123 1.35 30.0    280.0 324.12 90.0 90.0  -90.0 -90.00 0.50 362.82
124 1.35 40.0    280.0 324.76 90.0 90.0  -90.0 -90.00 0.50 363.30
125 1.35 50.0    280.0 324.91 90.0 90.0  -90.0 -90.00 0.50 363.11
126 1.35 60.0    280.0 324.75 90.0 90.0  -90.0 -90.00 0.50 362.29
127 1.35 70.0    280.0 324.28 90.0 90.0  -90.0 -90.00 0.50 360.96
128 1.35 80.0    280.0 324.06 90.0 90.0  -90.0 -90.00 0.50 360.70
129 1.35 90.0    280.0 324.05 90.0 90.0  -90.0 -90.00 0.50 360.84
130 1.38  0.0    280.0 325.62 90.0 90.0  -90.0 -90.00 0.50 371.07
131 1.38 10.0    280.0 325.71 90.0 90.0  -90.0 -90.00 0.50 370.95
132 1.38 20.0    280.0 325.89 90.0 90.0  -90.0 -90.00 0.50 370.40
133 1.38 30.0    280.0 326.38 90.0 90.0  -90.0 -90.00 0.50 370.33
134 1.38 40.0    280.0 326.96 90.0 90.0  -90.0 -90.00 0.50 370.86
135 1.38 50.0    280.0 327.05 90.0 90.0  -90.0 -90.00 0.50 370.63
136 1.38 60.0    280.0 326.88 90.0 90.0  -90.0 -90.00 0.50 369.84
137 1.38 70.0    280.0 326.50 90.0 90.0  -90.0 -90.00 0.50 368.54
138 1.38 80.0    280.0 326.31 90.0 90.0  -90.0 -90.00 0.50 368.21
139 1.38 90.0    280.0 326.31 90.0 90.0  -90.0 -90.00 0.50 368.35
140 1.40  0.0    280.0 327.96 90.0 90.0  -90.0 -90.00 0.50 378.57
141 1.40 10.0    280.0 328.05 90.0 90.0  -90.0 -90.00 0.50 378.44
142 1.40 20.0    280.0 328.18 90.0 90.0  -90.0 -90.00 0.50 377.82
143 1.40 30.0    280.0 328.64 90.0 90.0  -90.0 -90.00 0.50 377.83
144 1.40 40.0    280.0 329.13 90.0 90.0  -90.0 -90.00 0.50 378.39
145 1.40 50.0    280.0 329.18 90.0 90.0  -90.0 -90.00 0.50 378.16
146 1.40 60.0    280.0 328.97 90.0 90.0  -90.0 -90.00 0.50 377.31
147 1.40 70.0    280.0 328.65 90.0 90.0  -90.0 -90.00 0.50 376.05
148 1.40 80.0    280.0 328.53 90.0 90.0  -90.0 -90.00 0.50 375.74
149 1.40 90.0    280.0 328.55 90.0 90.0  -90.0 -90.00 0.50 375.88
150 1.43  0.0    280.0 330.29 90.0 90.0  -90.0 -90.00 0.50 386.00
151 1.43 10.0    280.0 330.35 90.0 90.0  -90.0 -90.00 0.50 385.84
152 1.43 20.0    280.0 330.48 90.0 90.0  -90.0 -90.00 0.50 385.28
153 1.43 30.0    280.0 330.88 90.0 90.0  -90.0 -90.00 0.50 385.31
154 1.43 40.0    280.0 331.26 90.0 90.0  -90.0 -90.00 0.50 385.87
155 1.43 50.0    280.0 331.28 90.0 90.0  -90.0 -90.00 0.50 385.65
156 1.43 60.0    280.0 331.07 90.0 90.0  -90.0 -90.00 0.50 384.81
157 1.43 70.0    280.0 330.74 90.0 90.0  -90.0 -90.00 0.50 383.47
158 1.43 80.0    280.0 330.70 90.0 90.0  -90.0 -90.00 0.50 383.23
159 1.43 90.0    280.0 330.73 90.0 90.0  -90.0 -90.00 0.50 383.37
160 1.45  0.0    280.0 332.57 90.0 90.0  -90.0 -90.00 0.50 393.31
161 1.45 10.0    280.0 332.63 90.0 90.0  -90.0 -90.00 0.50 393.22
162 1.45 20.0    280.0 332.75 90.0 90.0  -90.0 -90.00 0.50 392.72
163 1.45 30.0    280.0 333.10 90.0 90.0  -90.0 -90.00 0.50 392.76
164 1.45 40.0    280.0 333.41 90.0 90.0  -90.0 -90.00 0.50 393.34
165 1.45 50.0    280.0 333.37 90.0 90.0  -90.0 -90.00 0.50 393.13
166 1.45 60.0    280.0 333.16 90.0 90.0  -90.0 -90.00 0.50 392.28
167 1.45 70.0    280.0 332.84 90.0 90.0  -90.0 -90.00 0.50 390.92
168 1.45 80.0    280.0 332.80 90.0 90.0  -90.0 -90.00 0.50 390.62
169 1.45 90.0    280.0 332.86 90.0 90.0  -90.0 -90.00 0.50 390.77
170 1.47  0.0    280.0 334.82 90.0 90.0  -90.0 -90.00 0.50 400.64
171 1.47 10.0    280.0 334.89 90.0 90.0  -90.0 -90.00 0.50 400.56
172 1.47 20.0    280.0 335.01 90.0 90.0  -90.0 -90.00 0.50 400.09
173 1.47 30.0    280.0 335.31 90.0 90.0  -90.0 -90.00 0.50 400.20
174 1.47 40.0    280.0 335.55 90.0 90.0  -90.0 -90.00 0.50 400.78
175 1.47 50.0    280.0 335.46 90.0 90.0  -90.0 -90.00 0.50 400.60
176 1.47 60.0    280.0 335.26 90.0 90.0  -90.0 -90.00 0.50 399.72
177 1.47 70.0    280.0 334.94 90.0 90.0  -90.0 -90.00 0.50 398.35
178 1.47 80.0    280.0 334.91 90.0 90.0  -90.0 -90.00 0.50 398.02
179 1.47 90.0    280.0 334.97 90.0 90.0  -90.0 -90.00 0.50 398.17
180 1.50  0.0    280.0 337.07 90.0 90.0  -90.0 -90.00 0.50 407.98
181 1.50 10.0    280.0 337.14 90.0 90.0  -90.0 -90.00 0.50 407.90
182 1.50 20.0    280.0 337.25 90.0 90.0  -90.0 -90.00 0.50 407.43
183 1.50 30.0    280.0 337.51 90.0 90.0  -90.0 -90.00 0.50 407.59
184 1.50 40.0    280.0 337.70 90.0 90.0  -90.0 -90.00 0.50 408.19
185 1.50 50.0    280.0 337.57 90.0 90.0  -90.0 -90.00 0.50 408.02
186 1.50 60.0    280.0 337.36 90.0 90.0  -90.0 -90.00 0.50 407.13
187 1.50 70.0    280.0 337.04 90.0 90.0  -90.0 -90.00 0.50 405.75
188 1.50 80.0    280.0 337.01 90.0 90.0  -90.0 -90.00 0.50 405.40
189 1.50 90.0    280.0 337.08 90.0 90.0  -90.0 -90.00 0.50 405.54
