# FILLET Exp1 with HEXTOR - using cloudir = -6.3 to stay consistent with Ben2 and Ben3
# Compile all cases into a list

# Name of benchmark/experiment: Experiment 1
# Describe how ice line latitude is determined: ice line occurs if zonal average temperature is less than or equal to 263

# Columns of data
# Case = case number (0 -> total number of cases in experiment)
# Inst = instellation (S_earth; i.e., relative to Earth's 1361 W m^-2)
# Obl = obliquity (degrees)
# XCO2 = mixing ratio (volume) of CO2 (ppm)
# Tglob = global, annual mean surface temperature (K)
# IceLineNMax = latitude of northern edge of ice in northern hemisphere (deg)
# IceLineNMin = latitude of southern edge of ice in northern hemisphere (deg)
# IceLineSMax = latitude of northern edge of ice in southern hemisphere (deg)
# IceLineSMin = latitude of southern edge of ice in southern hemisphere (deg)
# Diff = diffusion coefficient
# OLR = global, annual mean outgoing longwave radiation

# Examples for IceLine max and min:
# Polar caps: IceLineNMax = 90, IceLineNMin = 60, IceLineSMax = -60, IceLineSMin = -90
# Snowball state: IceLineNMax = 90, IceLineNMin = 0, IceLineSMax = 0, IceLineSMin = -90
# Ice free state: IceLineNMax = 90, IceLineNMin = 90, IceLineSMax = -90, IceLineSMin = -90
# Ice belt: IceLineNMax = 30, IceLineNMin = 0, IceLineSMax = 0, IceLineSMin = -30
# Note ice belt doesn't really have "edges" at 0 deg, but record as 0 anyway to
# keep the columns the same length

# Case Inst Obl XCO2 Tglob IceLineNMax IceLineNMin IceLineSMax IceLineSMin Diff OLRglob
114 1.07 40.0    280.0 292.86 90.0 90.0  -90.0 -90.00 0.50 277.23
115 1.07 50.0    280.0 292.54 90.0 90.0  -90.0 -90.00 0.50 276.60
116 1.07 60.0    280.0 292.17 90.0 90.0  -90.0 -90.00 0.50 275.84
117 1.07 70.0    280.0 291.84 90.0 90.0  -90.0 -90.00 0.50 275.09
118 1.07 80.0    280.0 291.82 90.0 90.0  -90.0 -90.00 0.50 275.12
119 1.07 90.0    280.0 291.90 90.0 90.0  -90.0 -90.00 0.50 275.33
120 1.10  0.0    280.0 293.51 90.0 62.9  -62.9 -90.00 0.50 279.80
121 1.10 10.0    280.0 294.43 90.0 65.9  -65.9 -90.00 0.50 281.84
122 1.10 20.0    280.0 294.65 90.0 73.0  -72.9 -90.00 0.50 281.99
123 1.10 30.0    280.0 295.83 90.0 90.0  -90.0 -90.00 0.50 284.39
124 1.10 40.0    280.0 296.19 90.0 90.0  -90.0 -90.00 0.50 285.02
125 1.10 50.0    280.0 296.00 90.0 90.0  -90.0 -90.00 0.50 284.42
126 1.10 60.0    280.0 295.61 90.0 90.0  -90.0 -90.00 0.50 283.68
127 1.10 70.0    280.0 295.12 90.0 90.0  -90.0 -90.00 0.50 282.77
128 1.10 80.0    280.0 295.05 90.0 90.0  -90.0 -90.00 0.50 282.79
129 1.10 90.0    280.0 295.11 90.0 90.0  -90.0 -90.00 0.50 283.01
130 1.12  0.0    280.0 298.02 90.0 68.8  -68.8 -90.00 0.50 291.12
131 1.12 10.0    280.0 297.91 90.0 70.4  -70.4 -90.00 0.50 290.70
132 1.12 20.0    280.0 298.27 90.0 90.0  -90.0 -90.00 0.50 291.04
133 1.12 30.0    280.0 299.34 90.0 90.0  -90.0 -90.00 0.50 292.91
134 1.12 40.0    280.0 299.50 90.0 90.0  -90.0 -90.00 0.50 292.86
135 1.12 50.0    280.0 299.41 90.0 90.0  -90.0 -90.00 0.50 292.36
136 1.12 60.0    280.0 299.02 90.0 90.0  -90.0 -90.00 0.50 291.51
137 1.12 70.0    280.0 298.44 90.0 90.0  -90.0 -90.00 0.50 290.57
138 1.12 80.0    280.0 298.24 90.0 90.0  -90.0 -90.00 0.50 290.48
139 1.12 90.0    280.0 298.27 90.0 90.0  -90.0 -90.00 0.50 290.69
140 1.15  0.0    280.0 301.16 90.0 72.2  -72.2 -90.00 0.50 299.41
141 1.15 10.0    280.0 301.32 90.0 74.9  -74.8 -90.00 0.50 299.54
142 1.15 20.0    280.0 301.88 90.0 90.0  -90.0 -90.00 0.50 300.31
143 1.15 30.0    280.0 302.46 90.0 90.0  -90.0 -90.00 0.50 300.92
144 1.15 40.0    280.0 302.79 90.0 90.0  -90.0 -90.00 0.50 300.81
145 1.15 50.0    280.0 302.74 90.0 90.0  -90.0 -90.00 0.50 300.31
146 1.15 60.0    280.0 302.40 90.0 90.0  -90.0 -90.00 0.50 299.52
147 1.15 70.0    280.0 301.71 90.0 90.0  -90.0 -90.00 0.50 298.43
148 1.15 80.0    280.0 301.44 90.0 90.0  -90.0 -90.00 0.50 298.33
149 1.15 90.0    280.0 301.44 90.0 90.0  -90.0 -90.00 0.50 298.53
150 1.17  0.0    280.0 304.38 90.0 78.9  -78.9 -90.00 0.50 308.30
151 1.17 10.0    280.0 304.79 90.0 90.0  -90.0 -90.00 0.50 309.00
152 1.17 20.0    280.0 304.99 90.0 90.0  -90.0 -90.00 0.50 308.70
153 1.17 30.0    280.0 305.42 90.0 90.0  -90.0 -90.00 0.50 308.71
154 1.17 40.0    280.0 305.87 90.0 90.0  -90.0 -90.00 0.50 308.74
155 1.17 50.0    280.0 306.01 90.0 90.0  -90.0 -90.00 0.50 308.27
156 1.17 60.0    280.0 305.58 90.0 90.0  -90.0 -90.00 0.50 307.44
157 1.17 70.0    280.0 304.89 90.0 90.0  -90.0 -90.00 0.50 306.34
158 1.17 80.0    280.0 304.54 90.0 90.0  -90.0 -90.00 0.50 306.13
159 1.17 90.0    280.0 304.51 90.0 90.0  -90.0 -90.00 0.50 306.31
160 1.20  0.0    280.0 307.48 90.0 90.0  -90.0 -90.00 0.50 317.08
161 1.20 10.0    280.0 307.52 90.0 90.0  -90.0 -90.00 0.50 316.88
162 1.20 20.0    280.0 307.86 90.0 90.0  -90.0 -90.00 0.50 316.82
163 1.20 30.0    280.0 308.28 90.0 90.0  -90.0 -90.00 0.50 316.52
164 1.20 40.0    280.0 308.82 90.0 90.0  -90.0 -90.00 0.50 316.60
165 1.20 50.0    280.0 309.03 90.0 90.0  -90.0 -90.00 0.50 316.23
166 1.20 60.0    280.0 308.64 90.0 90.0  -90.0 -90.00 0.50 315.36
167 1.20 70.0    280.0 307.91 90.0 90.0  -90.0 -90.00 0.50 314.20
168 1.20 80.0    280.0 307.56 90.0 90.0  -90.0 -90.00 0.50 314.00
169 1.20 90.0    280.0 307.51 90.0 90.0  -90.0 -90.00 0.50 314.17
170 1.23  0.0    280.0 310.12 90.0 90.0  -90.0 -90.00 0.50 324.93
171 1.23 10.0    280.0 310.21 90.0 90.0  -90.0 -90.00 0.50 324.80
172 1.23 20.0    280.0 310.50 90.0 90.0  -90.0 -90.00 0.50 324.58
173 1.23 30.0    280.0 310.96 90.0 90.0  -90.0 -90.00 0.50 324.25
174 1.23 40.0    280.0 311.69 90.0 90.0  -90.0 -90.00 0.50 324.49
175 1.23 50.0    280.0 311.85 90.0 90.0  -90.0 -90.00 0.50 324.10
176 1.23 60.0    280.0 311.57 90.0 90.0  -90.0 -90.00 0.50 323.28
177 1.23 70.0    280.0 310.79 90.0 90.0  -90.0 -90.00 0.50 322.04
178 1.23 80.0    280.0 310.43 90.0 90.0  -90.0 -90.00 0.50 321.81
179 1.23 90.0    280.0 310.38 90.0 90.0  -90.0 -90.00 0.50 321.96
180 1.25  0.0    280.0 312.64 90.0 90.0  -90.0 -90.00 0.50 332.70
181 1.25 10.0    280.0 312.82 90.0 90.0  -90.0 -90.00 0.50 332.78
182 1.25 20.0    280.0 313.04 90.0 90.0  -90.0 -90.00 0.50 332.26
183 1.25 30.0    280.0 313.54 90.0 90.0  -90.0 -90.00 0.50 331.94
184 1.25 40.0    280.0 314.35 90.0 90.0  -90.0 -90.00 0.50 332.29
185 1.25 50.0    280.0 314.60 90.0 90.0  -90.0 -90.00 0.50 331.97
186 1.25 60.0    280.0 314.29 90.0 90.0  -90.0 -90.00 0.50 331.14
187 1.25 70.0    280.0 313.56 90.0 90.0  -90.0 -90.00 0.50 329.86
188 1.25 80.0    280.0 313.17 90.0 90.0  -90.0 -90.00 0.50 329.59
189 1.25 90.0    280.0 313.12 90.0 90.0  -90.0 -90.00 0.50 329.74
