# FILLET Exp1a with HEXTOR - using cloudir = -6.3 to stay consistent with Ben2 and Ben3
# Compile all cases into a list

# Name of benchmark/experiment: Experiment 1a
# Describe how ice line latitude is determined: ice line occurs if zonal average temperature is less than or equal to 263

# Columns of data
# Case = case number (0 -> total number of cases in experiment)
# Inst = instellation (S_earth; i.e., relative to Earth's 1361 W m^-2)
# Obl = obliquity (degrees)
# XCO2 = mixing ratio (volume) of CO2 (ppm)
# Tglob = global, annual mean surface temperature (K)
# IceLineNMax = latitude of northern edge of ice in northern hemisphere (deg)
# IceLineNMin = latitude of southern edge of ice in northern hemisphere (deg)
# IceLineSMax = latitude of northern edge of ice in southern hemisphere (deg)
# IceLineSMin = latitude of southern edge of ice in southern hemisphere (deg)
# Diff = diffusion coefficient
# OLR = global, annual mean outgoing longwave radiation

# Examples for IceLine max and min:
# Polar caps: IceLineNMax = 90, IceLineNMin = 60, IceLineSMax = -60, IceLineSMin = -90
# Snowball state: IceLineNMax = 90, IceLineNMin = 0, IceLineSMax = 0, IceLineSMin = -90
# Ice free state: IceLineNMax = 90, IceLineNMin = 90, IceLineSMax = -90, IceLineSMin = -90
# Ice belt: IceLineNMax = 30, IceLineNMin = 0, IceLineSMax = 0, IceLineSMin = -30
# Note ice belt doesn't really have "edges" at 0 deg, but record as 0 anyway to
# keep the columns the same length

# Case Inst Obl XCO2 Tglob IceLineNMax IceLineNMin IceLineSMax IceLineSMin Diff OLRglob
42 0.91 20.0    280.0 219.10 90.0  0.0    0.0 -90.00 0.50 121.33
43 0.91 30.0    280.0 219.23 90.0  0.0    0.0 -90.00 0.50 122.33
44 0.91 40.0    280.0 220.62 90.0  0.0    0.0 -90.00 0.50 125.88
45 0.91 50.0    280.0 223.19 90.0  0.0    0.0 -90.00 0.50 131.21
46 0.91 60.0    280.0 226.22 90.0  0.0    0.0 -90.00 0.50 137.00
47 0.91 70.0    280.0 228.09 90.0  0.0    0.0 -90.00 0.50 140.50
48 0.91 80.0    280.0 229.74 90.0  0.0    0.0 -90.00 0.50 143.55
49 0.91 90.0    280.0 230.26 90.0  0.0    0.0 -90.00 0.50 144.50
50 0.93  0.0    280.0 221.05 90.0  0.0    0.0 -90.00 0.50 124.25
51 0.93 10.0    280.0 221.03 90.0  0.0    0.0 -90.00 0.50 124.38
52 0.93 20.0    280.0 220.99 90.0  0.0    0.0 -90.00 0.50 124.78
53 0.93 30.0    280.0 221.18 90.0  0.0    0.0 -90.00 0.50 125.90
54 0.93 40.0    280.0 222.82 90.0  0.0    0.0 -90.00 0.50 129.90
55 0.93 50.0    280.0 225.60 90.0  0.0    0.0 -90.00 0.50 135.58
56 0.93 60.0    280.0 229.13 90.0  0.0    0.0 -90.00 0.50 142.27
57 0.93 70.0    280.0 231.10 90.0  0.0    0.0 -90.00 0.50 145.95
58 0.93 80.0    280.0 232.38 90.0  0.0    0.0 -90.00 0.50 148.34
59 0.93 90.0    280.0 233.03 90.0  0.0    0.0 -90.00 0.50 149.54
60 0.95  0.0    280.0 222.97 90.0  0.0    0.0 -90.00 0.50 127.81
61 0.95 10.0    280.0 222.97 90.0  0.0    0.0 -90.00 0.50 127.97
62 0.95 20.0    280.0 222.95 90.0  0.0    0.0 -90.00 0.50 128.42
63 0.95 30.0    280.0 223.21 90.0  0.0    0.0 -90.00 0.50 129.67
64 0.95 40.0    280.0 225.71 90.0  0.0    0.0 -90.00 0.50 135.27
65 0.95 50.0    280.0 228.96 90.0  0.0    0.0 -90.00 0.50 141.76
66 0.95 60.0    280.0 231.95 90.0  0.0    0.0 -90.00 0.50 147.44
67 0.95 70.0    280.0 234.01 90.0  0.0    0.0 -90.00 0.50 151.30
68 0.95 80.0    280.0 235.31 90.0  0.0    0.0 -90.00 0.50 153.77
69 0.95 90.0    280.0 235.95 90.0  0.0    0.0 -90.00 0.50 154.97
70 0.98  0.0    280.0 264.47 90.0 35.4  -35.4 -90.00 0.50 213.69
71 0.98 10.0    280.0 225.05 90.0  0.0    0.0 -90.00 0.50 131.88
72 0.98 20.0    280.0 225.06 90.0  0.0    0.0 -90.00 0.50 132.37
73 0.98 30.0    280.0 225.41 90.0  0.0    0.0 -90.00 0.50 133.80
74 0.98 40.0    280.0 228.30 90.0  0.0    0.0 -90.00 0.50 140.11
75 0.98 50.0    280.0 232.05 90.0  0.0    0.0 -90.00 0.50 147.50
76 0.98 60.0    280.0 279.72 90.0 90.0  -90.0 -90.00 0.50 246.95
77 0.98 70.0    280.0 237.16 90.0  0.0    0.0 -90.00 0.50 157.19
78 0.98 80.0    280.0 238.50 90.0  0.0    0.0 -90.00 0.50 159.77
79 0.98 90.0    280.0 239.17 90.0  0.0    0.0 -90.00 0.50 161.07
80 1.00  0.0    280.0 274.59 90.0 45.5  -45.5 -90.00 0.50 236.18
81 1.00 10.0    280.0 273.76 90.0 44.7  -44.7 -90.00 0.50 234.33
82 1.00 20.0    280.0 271.08 90.0 42.6  -42.6 -90.00 0.50 228.28
83 1.00 30.0    280.0 273.30 90.0 47.1  -47.2 -90.00 0.50 232.97
84 1.00 40.0    280.0 277.16 90.0 64.4  -64.1 -90.00 0.50 241.35
85 1.00 50.0    280.0 283.01 90.0 90.0  -90.0 -90.00 0.50 254.61
86 1.00 60.0    280.0 282.77 90.0 90.0  -90.0 -90.00 0.50 254.03
87 1.00 70.0    280.0 282.47 90.0 90.0  -90.0 -90.00 0.50 253.32
88 1.00 80.0    280.0 243.06 81.7  0.0    0.0 -78.10 0.50 168.60
89 1.00 90.0    280.0 243.65 72.0  0.0    0.0 -72.07 0.50 169.78
90 1.03  0.0    280.0 278.98 90.0 49.3  -49.3 -90.00 0.50 245.97
91 1.03 10.0    280.0 278.67 90.0 49.3  -49.3 -90.00 0.50 245.26
92 1.03 20.0    280.0 279.75 90.0 52.4  -52.4 -90.00 0.50 247.60
93 1.03 30.0    280.0 281.04 90.0 59.3  -59.3 -90.00 0.50 250.37
94 1.03 40.0    280.0 285.68 90.0 90.0  -90.0 -90.00 0.50 260.82
95 1.03 50.0    280.0 286.27 90.0 90.0  -90.0 -90.00 0.50 262.25
96 1.03 60.0    280.0 286.03 90.0 90.0  -90.0 -90.00 0.50 261.63
97 1.03 70.0    280.0 285.75 90.0 90.0  -90.0 -90.00 0.50 260.91
98 1.03 80.0    280.0 285.76 90.0 90.0  -90.0 -90.00 0.50 260.93
99 1.03 90.0    280.0 285.83 90.0 90.0  -90.0 -90.00 0.50 261.11
100 1.05  0.0    280.0 287.44 90.0 64.2  -64.2 -90.00 0.50 264.92
101 1.05 10.0    280.0 285.92 90.0 56.7  -56.7 -90.00 0.50 261.72
102 1.05 20.0    280.0 285.97 90.0 59.8  -59.7 -90.00 0.50 261.66
103 1.05 30.0    280.0 288.40 90.0 90.0  -90.0 -90.00 0.50 266.98
104 1.05 40.0    280.0 289.66 90.0 90.0  -90.0 -90.00 0.50 269.92
105 1.05 50.0    280.0 289.44 90.0 90.0  -90.0 -90.00 0.50 269.57
106 1.05 60.0    280.0 289.15 90.0 90.0  -90.0 -90.00 0.50 268.87
107 1.05 70.0    280.0 288.85 90.0 90.0  -90.0 -90.00 0.50 268.12
108 1.05 80.0    280.0 288.85 90.0 90.0  -90.0 -90.00 0.50 268.13
109 1.05 90.0    280.0 288.95 90.0 90.0  -90.0 -90.00 0.50 268.38
110 1.08  0.0    280.0 288.98 90.0 61.9  -61.9 -90.00 0.50 268.65
111 1.08 10.0    280.0 290.04 90.0 60.6  -60.6 -90.00 0.50 271.28
112 1.08 20.0    280.0 290.92 90.0 66.5  -66.4 -90.00 0.50 273.13
113 1.08 30.0    280.0 292.19 90.0 90.0  -90.0 -90.00 0.50 275.83
114 1.08 40.0    280.0 293.43 90.0 90.0  -90.0 -90.00 0.50 278.55
115 1.08 50.0    280.0 293.11 90.0 90.0  -90.0 -90.00 0.50 277.90
116 1.08 60.0    280.0 292.76 90.0 90.0  -90.0 -90.00 0.50 277.19
117 1.08 70.0    280.0 292.39 90.0 90.0  -90.0 -90.00 0.50 276.37
118 1.08 80.0    280.0 292.37 90.0 90.0  -90.0 -90.00 0.50 276.40
119 1.08 90.0    280.0 292.44 90.0 90.0  -90.0 -90.00 0.50 276.61
120 1.11  0.0    280.0 295.33 90.0 64.8  -64.8 -90.00 0.50 284.35
121 1.11 10.0    280.0 295.68 90.0 67.7  -67.7 -90.00 0.50 284.99
122 1.11 20.0    280.0 295.72 90.0 74.5  -74.5 -90.00 0.50 284.64
123 1.11 30.0    280.0 297.04 90.0 90.0  -90.0 -90.00 0.50 287.25
124 1.11 40.0    280.0 297.22 90.0 90.0  -90.0 -90.00 0.50 287.44
125 1.11 50.0    280.0 297.10 90.0 90.0  -90.0 -90.00 0.50 286.92
126 1.11 60.0    280.0 296.68 90.0 90.0  -90.0 -90.00 0.50 286.10
127 1.11 70.0    280.0 296.18 90.0 90.0  -90.0 -90.00 0.50 285.22
128 1.11 80.0    280.0 296.06 90.0 90.0  -90.0 -90.00 0.50 285.17
129 1.11 90.0    280.0 296.11 90.0 90.0  -90.0 -90.00 0.50 285.39
130 1.14  0.0    280.0 299.68 90.0 70.6  -70.6 -90.00 0.50 295.41
131 1.14 10.0    280.0 299.73 90.0 72.8  -72.8 -90.00 0.50 295.34
132 1.14 20.0    280.0 300.17 90.0 90.0  -90.0 -90.00 0.50 295.89
133 1.14 30.0    280.0 301.00 90.0 90.0  -90.0 -90.00 0.50 297.12
134 1.14 40.0    280.0 301.25 90.0 90.0  -90.0 -90.00 0.50 297.03
135 1.14 50.0    280.0 301.15 90.0 90.0  -90.0 -90.00 0.50 296.47
136 1.14 60.0    280.0 300.82 90.0 90.0  -90.0 -90.00 0.50 295.68
137 1.14 70.0    280.0 300.17 90.0 90.0  -90.0 -90.00 0.50 294.64
138 1.14 80.0    280.0 299.95 90.0 90.0  -90.0 -90.00 0.50 294.58
139 1.14 90.0    280.0 299.96 90.0 90.0  -90.0 -90.00 0.50 294.78
140 1.17  0.0    280.0 303.45 90.0 74.7  -74.7 -90.00 0.50 305.72
141 1.17 10.0    280.0 303.97 90.0 90.0  -90.0 -90.00 0.50 306.74
142 1.17 20.0    280.0 304.26 90.0 90.0  -90.0 -90.00 0.50 306.66
143 1.17 30.0    280.0 304.69 90.0 90.0  -90.0 -90.00 0.50 306.79
144 1.17 40.0    280.0 305.13 90.0 90.0  -90.0 -90.00 0.50 306.79
145 1.17 50.0    280.0 305.21 90.0 90.0  -90.0 -90.00 0.50 306.27
146 1.17 60.0    280.0 304.83 90.0 90.0  -90.0 -90.00 0.50 305.47
147 1.17 70.0    280.0 304.15 90.0 90.0  -90.0 -90.00 0.50 304.40
148 1.17 80.0    280.0 303.82 90.0 90.0  -90.0 -90.00 0.50 304.20
149 1.17 90.0    280.0 303.80 90.0 90.0  -90.0 -90.00 0.50 304.39
150 1.20  0.0    280.0 307.61 90.0 90.0  -90.0 -90.00 0.50 317.47
151 1.20 10.0    280.0 307.64 90.0 90.0  -90.0 -90.00 0.50 317.21
152 1.20 20.0    280.0 308.00 90.0 90.0  -90.0 -90.00 0.50 317.21
153 1.20 30.0    280.0 308.42 90.0 90.0  -90.0 -90.00 0.50 316.91
154 1.20 40.0    280.0 308.95 90.0 90.0  -90.0 -90.00 0.50 316.92
155 1.20 50.0    280.0 309.20 90.0 90.0  -90.0 -90.00 0.50 316.62
156 1.20 60.0    280.0 308.83 90.0 90.0  -90.0 -90.00 0.50 315.75
157 1.20 70.0    280.0 308.07 90.0 90.0  -90.0 -90.00 0.50 314.53
158 1.20 80.0    280.0 307.72 90.0 90.0  -90.0 -90.00 0.50 314.33
159 1.20 90.0    280.0 307.67 90.0 90.0  -90.0 -90.00 0.50 314.50
160 1.23  0.0    280.0 311.03 90.0 90.0  -90.0 -90.00 0.50 327.75
161 1.23 10.0    280.0 311.18 90.0 90.0  -90.0 -90.00 0.50 327.78
162 1.23 20.0    280.0 311.46 90.0 90.0  -90.0 -90.00 0.50 327.43
163 1.23 30.0    280.0 311.93 90.0 90.0  -90.0 -90.00 0.50 327.09
164 1.23 40.0    280.0 312.71 90.0 90.0  -90.0 -90.00 0.50 327.37
165 1.23 50.0    280.0 312.90 90.0 90.0  -90.0 -90.00 0.50 327.00
166 1.23 60.0    280.0 312.65 90.0 90.0  -90.0 -90.00 0.50 326.19
167 1.23 70.0    280.0 311.87 90.0 90.0  -90.0 -90.00 0.50 324.93
168 1.23 80.0    280.0 311.49 90.0 90.0  -90.0 -90.00 0.50 324.69
169 1.23 90.0    280.0 311.45 90.0 90.0  -90.0 -90.00 0.50 324.84
170 1.27  0.0    280.0 314.69 90.0 90.0  -90.0 -90.00 0.50 338.97
171 1.27 10.0    280.0 314.77 90.0 90.0  -90.0 -90.00 0.50 338.79
172 1.27 20.0    280.0 314.96 90.0 90.0  -90.0 -90.00 0.50 338.17
173 1.27 30.0    280.0 315.50 90.0 90.0  -90.0 -90.00 0.50 337.90
174 1.27 40.0    280.0 316.33 90.0 90.0  -90.0 -90.00 0.50 338.29
175 1.27 50.0    280.0 316.68 90.0 90.0  -90.0 -90.00 0.50 338.06
176 1.27 60.0    280.0 316.31 90.0 90.0  -90.0 -90.00 0.50 337.19
177 1.27 70.0    280.0 315.67 90.0 90.0  -90.0 -90.00 0.50 335.91
178 1.27 80.0    280.0 315.28 90.0 90.0  -90.0 -90.00 0.50 335.61
179 1.27 90.0    280.0 315.22 90.0 90.0  -90.0 -90.00 0.50 335.76
180 1.31  0.0    280.0 318.32 90.0 90.0  -90.0 -90.00 0.50 350.16
181 1.31 10.0    280.0 318.40 90.0 90.0  -90.0 -90.00 0.50 350.01
182 1.31 20.0    280.0 318.53 90.0 90.0  -90.0 -90.00 0.50 349.28
183 1.31 30.0    280.0 319.11 90.0 90.0  -90.0 -90.00 0.50 349.17
184 1.31 40.0    280.0 319.88 90.0 90.0  -90.0 -90.00 0.50 349.59
185 1.31 50.0    280.0 320.20 90.0 90.0  -90.0 -90.00 0.50 349.41
186 1.31 60.0    280.0 319.93 90.0 90.0  -90.0 -90.00 0.50 348.54
187 1.31 70.0    280.0 319.30 90.0 90.0  -90.0 -90.00 0.50 347.23
188 1.31 80.0    280.0 319.01 90.0 90.0  -90.0 -90.00 0.50 346.93
189 1.31 90.0    280.0 318.97 90.0 90.0  -90.0 -90.00 0.50 347.06
